unique_number,id_no,name_en,short_description_en,date_inscribed,danger_list,longitude,latitude,area_hectares,category,states_name_en,name_en,iso_code,udnp_code,transboundary
754,634,"Church of the Ascension, Kolomenskoye","<p>The Church of the Ascension was built in 1532 on the imperial estate of Kolomenskoye, near Moscow, to celebrate the birth of the prince who was to become Tsar Ivan IV ('the Terrible'). One of the earliest examples of a traditional wooden tent-roofed church on a stone and brick substructure, it had a great influence on the development of Russian ecclesiastical architecture.</p>",1994,,37.6738900000,55.6555600000,0.0000,Cultural,Russian Federation,Europe and North America,ru,rus,0
778,657,Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,"<p>This is a fine example of a working Orthodox monastery, with military features that are typical of the 15th to the 18th century, the period during which it developed. The main church of the Lavra, the Cathedral of the Assumption (echoing the Kremlin Cathedral of the same name), contains the tomb of Boris Godunov. Among the treasures of the Lavra is the famous icon, <em>The Trinity</em> , by Andrei Rublev.</p>",1993,,38.1312000000,56.3103500000,0.0000,Cultural,Russian Federation,Europe and North America,ru,rus,0
850,719,Virgin Komi Forests,"<p>The Virgin Komi Forests cover 3.28 million ha of tundra and mountain tundra in the Urals, as well as one of the most extensive areas of virgin boreal forest remaining in Europe. This vast area of conifers, aspens, birches, peat bogs, rivers and natural lakes has been monitored and studied for over 50 years. It provides valuable evidence of the natural processes affecting biodiversity in the taiga.</p>",1995,,60.1500000000,65.0666700000,3280000.0000,Natural,Russian Federation,Europe and North America,ru,rus,0
889,754,Lake Baikal,"<p>Situated in south-east Siberia, the 3.15-million-ha Lake Baikal is the oldest (25 million years) and deepest (1,700 m) lake in the world. It contains 20% of the world's total unfrozen freshwater reserve. Known as the 'Galapagos of Russia', its age and isolation have produced one of the world's richest and most unusual freshwater faunas, which is of exceptional value to evolutionary science.</p>",1996,,107.6625000000,53.1736111100,8800000.0000,Natural,Russian Federation,Europe and North America,ru,rus,0
902,765,Volcanoes of Kamchatka,"<p>This is one of the most outstanding volcanic regions in the world, with a high density of active volcanoes, a variety of types, and a wide range of related features. The six sites included in the serial designation group together the majority of volcanic features of the Kamchatka peninsula. The interplay of active volcanoes and glaciers forms a dynamic landscape of great beauty. The sites contain great species diversity, including the world's largest known variety of salmonoid fish and exceptional concentrations of sea otter, brown bear and Stellar's sea eagle.</p>",1996,,158.5000000000,56.3333333300,3830200.0000,Natural,Russian Federation,Europe and North America,ru,rus,0
904,766,Central Sikhote-Alin,"<p>The Sikhote-Alin mountain range contains one the richest and most unusual temperate forests of the world. In this mixed zone between taiga and subtropics, southern species such as the tiger and Himalayan bear cohabit with northern species such as the brown bear and lynx. The site stretches from the peaks of Sikhote-Alin to the Sea of Japan and is important for the survival of many endangered species such as the Amur tiger.</p>",2001,,136.1666667000,45.3333333300,406177.0000,Natural,Russian Federation,Europe and North America,ru,rus,0
1052,900,Western Caucasus,"<p>The Western Caucasus, extending over 275,000 ha of the extreme western end of the Caucasus mountains and located 50 km north-east of the Black Sea, is one of the few large mountain areas of Europe that has not experienced significant human impact. Its subalpine and alpine pastures have only been grazed by wild animals, and its extensive tracts of undisturbed mountain forests, extending from the lowlands to the subalpine zone, are unique in Europe. The site has a great diversity of ecosystems, with important endemic plants and wildlife, and is the place of origin and reintroduction of the mountain subspecies of the European bison.</p>",1999,,40.0000000000,44.0000000000,298903.0000,Natural,Russian Federation,Europe and North America,ru,rus,0
1144,980,Historic and Architectural Complex of the Kazan Kremlin,"<p>Built on an ancient site, the Kazan Kremlin dates from the Muslim period of the Golden Horde and the Kazan Khanate. It was conquered by Ivan the Terrible in 1552 and became the Christian See of the Volga Land. The only surviving Tatar fortress in Russia and an important place of pilgrimage, the Kazan Kremlin consists of an outstanding group of historic buildings dating from the 16th to 19th centuries, integrating remains of earlier structures of the 10th to 16th centuries.</p>",2000,,49.0950000000,55.7911111100,13.4500,Cultural,Russian Federation,Europe and North America,ru,rus,0
1146,982,Ensemble of the Ferrapontov Monastery,"<p>The Ferapontov Monastery, in the Vologda region in northern Russia, is an exceptionally well-preserved and complete example of a Russian Orthodox monastic complex of the 15th-17th centuries, a period of great significance in the development of the unified Russian state and its culture. The architecture of the monastery is outstanding in its inventiveness and purity. The interior is graced by the magnificent wall paintings of Dionisy, the greatest Russian artist of the end of the 15th century.</p>",2000,,38.5666666700,59.9500000000,2.1000,Cultural,Russian Federation,Europe and North America,ru,rus,0
1247,1070,"Citadel, Ancient City and Fortress Buildings of Derbent","<p>The Citadel, Ancient City and Fortress Buildings of Derbent were part of the northern lines of the Sasanian Persian Empire, which extended east and west of the Caspian Sea. The fortification was built in stone. It consisted of two parallel walls that formed a barrier from the seashore up to the mountain. The town of Derbent was built between these two walls, and has retained part of its medieval fabric. The site continued to be of great strategic importance until the 19th century.</p>",2003,,48.2971944400,42.0529722200,9.7000,Cultural,Russian Federation,Europe and North America,ru,rus,0
1275,1097,Ensemble of the Novodevichy Convent,"<p>The Novodevichy Convent, in south-western Moscow, built in the 16th and 17th centuries in the so-called Moscow Baroque style, was part of a chain of monastic ensembles that were integrated into the defence system of the city. The convent was directly associated with the political, cultural and religious history of Russia, and closely linked to the Moscow Kremlin. It was used by women of the Tsar&rsquo;s family and the aristocracy. Members of the Tsar&rsquo;s family and entourage were also buried in its cemetery. The convent provides an example of the highest accomplishments of Russian architecture with rich interiors and an important collection of paintings and artefacts.</p>",2004,,37.5550833300,55.7261111100,5.1800,Cultural,Russian Federation,Europe and North America,ru,rus,0
1347,1170,Historical Centre of the City of Yaroslavl,"<p>Situated at the confluence of the Volga and Kotorosl Rivers some 250 km north-east of Moscow, the historic city of Yaroslavl developed into a major commercial centre from the 11th century. It is renowned for its numerous 17th-century churches and is an outstanding example of the urban planning reform Empress Catherine the Great ordered for the whole of Russia in 1763. While keeping some of its significant historic structures, the town was renovated in the neoclassical style on a radial urban master plan. It has also kept elements from the 16th century in the Spassky Monastery, one of the oldest in the Upper Volga region, built on the site of a pagan temple in the late 12th century but reconstructed over time.</p>",2005,,39.8761100000,57.6527800000,110.0000,Cultural,Russian Federation,Europe and North America,ru,rus,0
